"pub_year","country_name","patent_count","country_yearly_relative_position"
2006,"Austria",1472,"High tech development"
2006,"Australia",1599,"High tech development"
2006,"Belgium",33,"High-med tech development"
2006,"Bulgaria",3,"Low tech development"
2006,"Brazil",597,"High tech development"
2006,"Canada",2861,"High tech development"
2006,"Switzerland",19,"Low-med tech development"
2006,"China",12209,"High tech development"
2006,"Colombia",21,"Low-med tech development"
2006,"Costa Rica",1,"Low tech development"
2006,"Cyprus",1,"Low tech development"
2006,"Czechia",29,"High-med tech development"
2006,"Denmark",117,"High-med tech development"
2006,"Algeria",1,"Low tech development"
2006,NA,62,"High-med tech development"
2006,"Ecuador",9,"Low-med tech development"
2006,"Estonia",5,"Low-med tech development"
2006,"Egypt",1,"Low tech development"
2006,NA,18477,"High tech development"
2006,"Spain",549,"High tech development"
2006,"Finland",139,"High-med tech development"
2006,NA,2,"Low tech development"
2006,"Greece",24,"Low-med tech development"
2006,"Guatemala",2,"Low tech development"
2006,"Hong Kong SAR China",522,"High tech development"
2006,"Croatia",3,"Low tech development"
2006,"Hungary",55,"High-med tech development"
2006,"Ireland",25,"Low-med tech development"
2006,"Israel",373,"High-med tech development"
2006,"India",1,"Low tech development"
2006,"Iceland",7,"Low-med tech development"
2006,"Italy",98,"High-med tech development"
2006,"Japan",16698,"High tech development"
2006,"South Korea",24953,"High tech development"
2006,"Lithuania",1,"Low tech development"
2006,"Luxembourg",1,"Low tech development"
2006,"Latvia",1,"Low tech development"
2006,"Morocco",4,"Low tech development"
2006,"Mexico",376,"High-med tech development"
2006,"Malaysia",594,"High tech development"
2006,"Netherlands",132,"High-med tech development"
2006,"Norway",174,"High-med tech development"
2006,"New Zealand",114,"High-med tech development"
2006,NA,13,"Low-med tech development"
2006,"Panama",1,"Low tech development"
2006,"Peru",11,"Low-med tech development"
2006,"Poland",59,"High-med tech development"
2006,"Portugal",53,"High-med tech development"
2006,"Romania",4,"Low tech development"
2006,"Serbia",6,"Low-med tech development"
2006,"Russia",607,"High tech development"
2006,"Saudi Arabia",3,"Low tech development"
2006,"Sweden",104,"High-med tech development"
2006,"Singapore",455,"High tech development"
2006,"Slovenia",10,"Low-med tech development"
2006,"Slovakia",7,"Low-med tech development"
2006,"Tunisia",11,"Low-med tech development"
2006,"Turkey",3,"Low tech development"
2006,"Taiwan",6320,"High tech development"
2006,"Ukraine",18,"Low-med tech development"
2006,"United States",68331,"High tech development"
2006,"Uruguay",4,"Low-med tech development"
2006,NA,16216,"High tech development"
2006,NA,10,"Low-med tech development"
2006,"South Africa",134,"High-med tech development"
2007,NA,15,"Low-med tech development"
2007,"Argentina",70,"High-med tech development"
2007,"Austria",1367,"High tech development"
2007,"Australia",1534,"High tech development"
2007,"Belgium",26,"Low-med tech development"
2007,"Bulgaria",4,"Low tech development"
2007,"Brazil",364,"High-med tech development"
2007,"Canada",2884,"High tech development"
2007,"Switzerland",17,"Low-med tech development"
2007,"China",13953,"High tech development"
2007,"Colombia",13,"Low-med tech development"
2007,"Costa Rica",3,"Low tech development"
2007,"Czechia",33,"High-med tech development"
2007,"Denmark",108,"High-med tech development"
2007,"Dominican Republic",1,"Low tech development"
2007,NA,70,"High-med tech development"
2007,"Ecuador",5,"Low-med tech development"
2007,"Estonia",7,"Low-med tech development"
2007,"Egypt",5,"Low-med tech development"
2007,NA,17534,"High tech development"
2007,"Spain",673,"High tech development"
2007,"Finland",129,"High-med tech development"
2007,"Georgia",1,"Low tech development"
2007,"Greece",19,"Low-med tech development"
2007,"Guatemala",1,"Low tech development"
2007,"Hong Kong SAR China",359,"High-med tech development"
2007,"Croatia",7,"Low-med tech development"
2007,"Hungary",17,"Low-med tech development"
2007,"Ireland",22,"Low-med tech development"
2007,"Israel",400,"High tech development"
2007,"India",1,"Low tech development"
2007,"Iceland",2,"Low tech development"
2007,"Italy",119,"High-med tech development"
2007,"Japan",18065,"High tech development"
2007,"South Korea",23256,"High tech development"
2007,"Lithuania",3,"Low tech development"
2007,"Luxembourg",1,"Low tech development"
2007,"Morocco",5,"Low-med tech development"
2007,"Montenegro",1,"Low tech development"
2007,"Mexico",463,"High tech development"
2007,"Malaysia",436,"High tech development"
2007,"Netherlands",121,"High-med tech development"
2007,"Norway",164,"High-med tech development"
2007,"New Zealand",114,"High-med tech development"
2007,NA,1,"Low tech development"
2007,"Peru",2,"Low tech development"
2007,"Poland",66,"High-med tech development"
2007,"Portugal",84,"High-med tech development"
2007,"Romania",2,"Low tech development"
2007,"Serbia",6,"Low-med tech development"
2007,"Russia",443,"High tech development"
2007,"Saudi Arabia",4,"Low tech development"
2007,"Sweden",110,"High-med tech development"
2007,"Singapore",282,"High-med tech development"
2007,"Slovenia",16,"Low-med tech development"
2007,"Slovakia",2,"Low tech development"
2007,"San Marino",4,"Low tech development"
2007,"Tunisia",3,"Low tech development"
2007,"Turkey",16,"Low-med tech development"
2007,"Taiwan",5462,"High tech development"
2007,"Ukraine",12,"Low-med tech development"
2007,"United States",68671,"High tech development"
2007,NA,19668,"High tech development"
2007,"South Africa",123,"High-med tech development"
2008,NA,10,"Low-med tech development"
2008,"Argentina",41,"High-med tech development"
2008,"Austria",1740,"High tech development"
2008,"Australia",1901,"High tech development"
2008,"Belgium",19,"Low-med tech development"
2008,"Bulgaria",4,"Low tech development"
2008,"Brazil",343,"High-med tech development"
2008,"Canada",2759,"High tech development"
2008,"Switzerland",11,"Low-med tech development"
2008,"Chile",40,"Low-med tech development"
2008,"China",14770,"High tech development"
2008,"Colombia",1,"Low tech development"
2008,"Costa Rica",7,"Low-med tech development"
2008,"Czechia",17,"Low-med tech development"
2008,"Denmark",111,"High-med tech development"
2008,NA,92,"High-med tech development"
2008,"Ecuador",3,"Low tech development"
2008,"Estonia",5,"Low tech development"
2008,"Egypt",6,"Low tech development"
2008,NA,18287,"High tech development"
2008,"Spain",651,"High tech development"
2008,"Finland",115,"High-med tech development"
2008,"Greece",19,"Low-med tech development"
2008,"Hong Kong SAR China",311,"High-med tech development"
2008,"Croatia",9,"Low-med tech development"
2008,"Hungary",23,"Low-med tech development"
2008,"Ireland",39,"Low-med tech development"
2008,"Israel",389,"High tech development"
2008,"Iceland",3,"Low tech development"
2008,"Italy",153,"High-med tech development"
2008,"Japan",19902,"High tech development"
2008,"South Korea",20054,"High tech development"
2008,"Luxembourg",1,"Low tech development"
2008,"Latvia",1,"Low tech development"
2008,"Morocco",10,"Low-med tech development"
2008,"Montenegro",1,"Low tech development"
2008,"Mexico",415,"High tech development"
2008,"Malaysia",147,"High-med tech development"
2008,"Nicaragua",2,"Low tech development"
2008,"Netherlands",119,"High-med tech development"
2008,"Norway",207,"High-med tech development"
2008,"New Zealand",129,"High-med tech development"
2008,"Panama",4,"Low tech development"
2008,"Peru",4,"Low tech development"
2008,"Poland",62,"High-med tech development"
2008,"Portugal",71,"High-med tech development"
2008,"Romania",7,"Low-med tech development"
2008,"Serbia",14,"Low-med tech development"
2008,"Russia",617,"High tech development"
2008,"Saudi Arabia",3,"Low tech development"
2008,"Sweden",92,"High-med tech development"
2008,"Singapore",254,"High-med tech development"
2008,"Slovenia",15,"Low-med tech development"
2008,"Slovakia",6,"Low tech development"
2008,"San Marino",4,"Low tech development"
2008,"Tunisia",3,"Low tech development"
2008,"Turkey",12,"Low-med tech development"
2008,"Taiwan",5050,"High tech development"
2008,"Ukraine",20,"Low-med tech development"
2008,"United States",76170,"High tech development"
2008,NA,21512,"High tech development"
2008,"South Africa",166,"High-med tech development"
2009,NA,15,"Low-med tech development"
2009,"Argentina",56,"High-med tech development"
2009,"Austria",1656,"High tech development"
2009,"Australia",2313,"High tech development"
2009,"Belgium",8,"Low-med tech development"
2009,"Bulgaria",4,"Low tech development"
2009,"Brazil",240,"High-med tech development"
2009,"Canada",2736,"High tech development"
2009,"Switzerland",27,"Low-med tech development"
2009,"Chile",32,"High-med tech development"
2009,"China",15557,"High tech development"
2009,"Colombia",2,"Low tech development"
2009,"Costa Rica",5,"Low-med tech development"
2009,"Czechia",30,"Low-med tech development"
2009,"Denmark",120,"High-med tech development"
2009,NA,79,"High-med tech development"
2009,"Ecuador",3,"Low tech development"
2009,"Estonia",4,"Low tech development"
2009,"Egypt",5,"Low-med tech development"
2009,NA,16938,"High tech development"
2009,"Spain",622,"High tech development"
2009,"Finland",117,"High-med tech development"
2009,"Georgia",1,"Low tech development"
2009,"Greece",30,"Low-med tech development"
2009,"Guatemala",2,"Low tech development"
2009,"Hong Kong SAR China",316,"High tech development"
2009,"Croatia",13,"Low-med tech development"
2009,"Hungary",18,"Low-med tech development"
2009,"Ireland",26,"Low-med tech development"
2009,"Israel",307,"High tech development"
2009,"Iceland",1,"Low tech development"
2009,"Italy",106,"High-med tech development"
2009,"Jordan",1,"Low tech development"
2009,"Japan",20236,"High tech development"
2009,"South Korea",20506,"High tech development"
2009,"Latvia",1,"Low tech development"
2009,"Morocco",5,"Low-med tech development"
2009,"Moldova",1,"Low tech development"
2009,"Mexico",424,"High tech development"
2009,"Malaysia",213,"High-med tech development"
2009,"Netherlands",92,"High-med tech development"
2009,"Norway",119,"High-med tech development"
2009,"New Zealand",96,"High-med tech development"
2009,"Panama",2,"Low tech development"
2009,"Peru",7,"Low-med tech development"
2009,"Poland",79,"High-med tech development"
2009,"Portugal",69,"High-med tech development"
2009,"Serbia",4,"Low tech development"
2009,"Russia",945,"High tech development"
2009,"Sweden",109,"High-med tech development"
2009,"Singapore",212,"High-med tech development"
2009,"Slovenia",27,"Low-med tech development"
2009,"Slovakia",7,"Low-med tech development"
2009,"San Marino",3,"Low tech development"
2009,"El Salvador",1,"Low tech development"
2009,"Tunisia",3,"Low tech development"
2009,"Turkey",15,"Low-med tech development"
2009,"Taiwan",5134,"High tech development"
2009,"Ukraine",11,"Low-med tech development"
2009,"United States",77130,"High tech development"
2009,"Uruguay",3,"Low tech development"
2009,NA,18278,"High tech development"
2009,"South Africa",164,"High-med tech development"
2010,NA,10,"Low-med tech development"
2010,"Argentina",62,"High-med tech development"
2010,"Austria",1902,"High tech development"
2010,"Australia",2008,"High tech development"
2010,"Belgium",16,"Low-med tech development"
2010,"Bulgaria",5,"Low tech development"
2010,"Brazil",276,"High-med tech development"
2010,"Canada",2681,"High tech development"
2010,"Switzerland",46,"High-med tech development"
2010,"Chile",16,"Low-med tech development"
2010,"China",14491,"High tech development"
2010,"Colombia",12,"Low-med tech development"
2010,"Costa Rica",6,"Low tech development"
2010,"Cyprus",18,"Low-med tech development"
2010,"Czechia",20,"Low-med tech development"
2010,"Denmark",105,"High-med tech development"
2010,NA,47,"High-med tech development"
2010,"Ecuador",2,"Low tech development"
2010,"Estonia",5,"Low tech development"
2010,"Egypt",5,"Low tech development"
2010,NA,16509,"High tech development"
2010,"Spain",539,"High tech development"
2010,"Finland",119,"High-med tech development"
2010,"Georgia",1,"Low tech development"
2010,"Greece",24,"Low-med tech development"
2010,"Hong Kong SAR China",293,"High tech development"
2010,"Croatia",3,"Low tech development"
2010,"Hungary",21,"Low-med tech development"
2010,"Ireland",11,"Low-med tech development"
2010,"Israel",447,"High tech development"
2010,"Italy",274,"High-med tech development"
2010,"Jordan",1,"Low tech development"
2010,"Japan",19791,"High tech development"
2010,"South Korea",20492,"High tech development"
2010,"Lithuania",4,"Low tech development"
2010,"Luxembourg",2,"Low tech development"
2010,"Latvia",1,"Low tech development"
2010,"Morocco",13,"Low-med tech development"
2010,"Moldova",1,"Low tech development"
2010,"Montenegro",1,"Low tech development"
2010,"Mexico",358,"High tech development"
2010,"Malaysia",129,"High-med tech development"
2010,"Netherlands",76,"High-med tech development"
2010,"Norway",71,"High-med tech development"
2010,"New Zealand",106,"High-med tech development"
2010,"Panama",2,"Low tech development"
2010,"Peru",5,"Low tech development"
2010,"Poland",64,"High-med tech development"
2010,"Portugal",53,"High-med tech development"
2010,"Serbia",6,"Low-med tech development"
2010,"Russia",839,"High tech development"
2010,"Saudi Arabia",5,"Low tech development"
2010,"Sweden",88,"High-med tech development"
2010,"Singapore",190,"High-med tech development"
2010,"Slovenia",16,"Low-med tech development"
2010,"Slovakia",11,"Low-med tech development"
2010,"San Marino",2,"Low tech development"
2010,"Tunisia",6,"Low-med tech development"
2010,"Turkey",16,"Low-med tech development"
2010,"Taiwan",4417,"High tech development"
2010,"Ukraine",23,"Low-med tech development"
2010,"United States",82249,"High tech development"
2010,"Uruguay",8,"Low-med tech development"
2010,NA,15310,"High tech development"
2010,"South Africa",150,"High-med tech development"
2011,NA,19,"Low-med tech development"
2011,"Argentina",63,"High-med tech development"
2011,"Austria",2194,"High tech development"
2011,"Australia",1929,"High tech development"
2011,"Belgium",17,"Low-med tech development"
2011,"Bulgaria",2,"Low tech development"
2011,"Brazil",690,"High tech development"
2011,"Canada",3009,"High tech development"
2011,"Switzerland",45,"High-med tech development"
2011,"Chile",33,"High-med tech development"
2011,"China",15304,"High tech development"
2011,"Colombia",27,"Low-med tech development"
2011,"Costa Rica",4,"Low tech development"
2011,"Cyprus",14,"Low-med tech development"
2011,"Czechia",17,"Low-med tech development"
2011,"Denmark",105,"High-med tech development"
2011,"Dominican Republic",2,"Low tech development"
2011,NA,60,"High-med tech development"
2011,"Ecuador",5,"Low-med tech development"
2011,"Estonia",2,"Low tech development"
2011,"Egypt",3,"Low tech development"
2011,NA,16780,"High tech development"
2011,"Spain",635,"High tech development"
2011,"Finland",90,"High-med tech development"
2011,"Georgia",1,"Low tech development"
2011,"Greece",37,"High-med tech development"
2011,"Guatemala",1,"Low tech development"
2011,"Hong Kong SAR China",125,"High-med tech development"
2011,"Croatia",6,"Low-med tech development"
2011,"Hungary",12,"Low-med tech development"
2011,"Ireland",9,"Low-med tech development"
2011,"Israel",394,"High tech development"
2011,"Italy",272,"High-med tech development"
2011,"Japan",20550,"High tech development"
2011,"South Korea",22260,"High tech development"
2011,"Lithuania",2,"Low tech development"
2011,"Luxembourg",4,"Low-med tech development"
2011,"Latvia",2,"Low tech development"
2011,"Morocco",9,"Low-med tech development"
2011,"Montenegro",2,"Low tech development"
2011,"Mexico",381,"High tech development"
2011,"Malaysia",118,"High-med tech development"
2011,"Nicaragua",1,"Low tech development"
2011,"Netherlands",59,"High-med tech development"
2011,"Norway",67,"High-med tech development"
2011,"New Zealand",133,"High-med tech development"
2011,"Peru",2,"Low tech development"
2011,"Poland",100,"High-med tech development"
2011,"Portugal",48,"High-med tech development"
2011,"Romania",4,"Low-med tech development"
2011,"Serbia",3,"Low tech development"
2011,"Russia",878,"High tech development"
2011,"Saudi Arabia",1,"Low tech development"
2011,"Sweden",70,"High-med tech development"
2011,"Singapore",324,"High tech development"
2011,"Slovenia",23,"Low-med tech development"
2011,"Slovakia",14,"Low-med tech development"
2011,"San Marino",2,"Low tech development"
2011,"El Salvador",1,"Low tech development"
2011,"Tunisia",5,"Low-med tech development"
2011,"Turkey",29,"Low-med tech development"
2011,"Taiwan",4615,"High tech development"
2011,"Ukraine",27,"Low-med tech development"
2011,"United States",82345,"High tech development"
2011,"Uruguay",3,"Low tech development"
2011,NA,16078,"High tech development"
2011,"South Africa",150,"High-med tech development"
2012,NA,22,"Low-med tech development"
2012,"Argentina",48,"High-med tech development"
2012,"Austria",955,"High tech development"
2012,"Australia",2193,"High tech development"
2012,"Belgium",30,"Low-med tech development"
2012,"Bulgaria",3,"Low tech development"
2012,"Brazil",249,"High-med tech development"
2012,"Canada",3281,"High tech development"
2012,"Switzerland",43,"Low-med tech development"
2012,"Chile",46,"Low-med tech development"
2012,"China",19728,"High tech development"
2012,"Colombia",24,"Low-med tech development"
2012,"Cyprus",12,"Low-med tech development"
2012,"Czechia",15,"Low-med tech development"
2012,"Denmark",134,"High-med tech development"
2012,NA,67,"High-med tech development"
2012,"Estonia",1,"Low tech development"
2012,"Egypt",15,"Low-med tech development"
2012,NA,17291,"High tech development"
2012,"Spain",745,"High tech development"
2012,"Finland",43,"Low-med tech development"
2012,"Georgia",3,"Low tech development"
2012,"Greece",20,"Low-med tech development"
2012,"Hong Kong SAR China",395,"High-med tech development"
2012,"Croatia",5,"Low tech development"
2012,"Hungary",9,"Low tech development"
2012,"Ireland",5,"Low tech development"
2012,"Israel",307,"High-med tech development"
2012,"Italy",411,"High tech development"
2012,"Japan",21996,"High tech development"
2012,"South Korea",22978,"High tech development"
2012,"Lithuania",2,"Low tech development"
2012,"Luxembourg",10,"Low tech development"
2012,"Latvia",1,"Low tech development"
2012,"Morocco",12,"Low-med tech development"
2012,"Montenegro",1,"Low tech development"
2012,"Mexico",317,"High-med tech development"
2012,"Malaysia",153,"High-med tech development"
2012,"Nicaragua",1,"Low tech development"
2012,"Netherlands",105,"High-med tech development"
2012,"Norway",50,"High-med tech development"
2012,"New Zealand",118,"High-med tech development"
2012,"Peru",11,"Low-med tech development"
2012,"Poland",136,"High-med tech development"
2012,"Portugal",62,"High-med tech development"
2012,"Romania",10,"Low tech development"
2012,"Serbia",2,"Low tech development"
2012,"Russia",948,"High tech development"
2012,"Saudi Arabia",1,"Low tech development"
2012,"Sweden",70,"High-med tech development"
2012,"Singapore",417,"High tech development"
2012,"Slovenia",40,"Low-med tech development"
2012,"Slovakia",7,"Low tech development"
2012,"Turkey",23,"Low-med tech development"
2012,"Taiwan",5983,"High tech development"
2012,"Ukraine",10,"Low-med tech development"
2012,"United States",93813,"High tech development"
2012,"Uruguay",3,"Low tech development"
2012,NA,18852,"High tech development"
2012,"South Africa",186,"High-med tech development"
2013,NA,36,"Low-med tech development"
2013,"Argentina",71,"High-med tech development"
2013,"Austria",66,"High-med tech development"
2013,"Australia",2287,"High tech development"
2013,"Belgium",23,"Low-med tech development"
2013,"Bulgaria",2,"Low tech development"
2013,"Brazil",341,"High-med tech development"
2013,"Canada",3432,"High tech development"
2013,"Switzerland",57,"High-med tech development"
2013,"Chile",54,"High-med tech development"
2013,"China",19514,"High tech development"
2013,"Colombia",41,"Low-med tech development"
2013,"Costa Rica",11,"Low-med tech development"
2013,"Cuba",1,"Low tech development"
2013,"Cyprus",6,"Low-med tech development"
2013,"Czechia",7,"Low-med tech development"
2013,"Denmark",123,"High-med tech development"
2013,"Dominican Republic",1,"Low tech development"
2013,NA,70,"High-med tech development"
2013,"Ecuador",3,"Low tech development"
2013,"Estonia",2,"Low tech development"
2013,"Egypt",8,"Low-med tech development"
2013,NA,17775,"High tech development"
2013,"Spain",777,"High tech development"
2013,"Finland",72,"High-med tech development"
2013,"Georgia",3,"Low tech development"
2013,"Greece",9,"Low-med tech development"
2013,"Guatemala",1,"Low tech development"
2013,"Hong Kong SAR China",433,"High tech development"
2013,"Croatia",12,"Low-med tech development"
2013,"Hungary",27,"Low-med tech development"
2013,"Ireland",11,"Low-med tech development"
2013,"Israel",251,"High-med tech development"
2013,"Iceland",1,"Low tech development"
2013,"Italy",526,"High tech development"
2013,"Japan",23096,"High tech development"
2013,"South Korea",24488,"High tech development"
2013,"Lithuania",4,"Low tech development"
2013,"Luxembourg",4,"Low tech development"
2013,"Morocco",7,"Low-med tech development"
2013,"Moldova",1,"Low tech development"
2013,"Mexico",376,"High tech development"
2013,"Malaysia",122,"High-med tech development"
2013,"Netherlands",107,"High-med tech development"
2013,"Norway",51,"High-med tech development"
2013,"New Zealand",100,"High-med tech development"
2013,"Peru",10,"Low-med tech development"
2013,"Poland",129,"High-med tech development"
2013,"Portugal",70,"High-med tech development"
2013,"Romania",7,"Low-med tech development"
2013,"Serbia",3,"Low tech development"
2013,"Russia",1009,"High tech development"
2013,"Saudi Arabia",4,"Low tech development"
2013,"Sweden",80,"High-med tech development"
2013,"Singapore",563,"High tech development"
2013,"Slovenia",32,"Low-med tech development"
2013,"Slovakia",5,"Low tech development"
2013,"San Marino",1,"Low tech development"
2013,"Tunisia",4,"Low tech development"
2013,"Turkey",2,"Low tech development"
2013,"Taiwan",7922,"High tech development"
2013,"Ukraine",29,"Low-med tech development"
2013,"United States",103566,"High tech development"
2013,"Uruguay",9,"Low-med tech development"
2013,NA,20836,"High tech development"
2013,"South Africa",137,"High-med tech development"
2014,NA,64,"High-med tech development"
2014,"Argentina",84,"High-med tech development"
2014,"Austria",72,"High-med tech development"
2014,"Australia",2809,"High tech development"
2014,"Belgium",26,"Low-med tech development"
2014,"Bulgaria",5,"Low tech development"
2014,"Brazil",486,"High tech development"
2014,"Canada",3945,"High tech development"
2014,"Switzerland",52,"High-med tech development"
2014,"Chile",52,"High-med tech development"
2014,"China",30830,"High tech development"
2014,"Colombia",30,"Low-med tech development"
2014,"Costa Rica",4,"Low tech development"
2014,"Cuba",1,"Low tech development"
2014,"Cyprus",17,"Low-med tech development"
2014,"Czechia",9,"Low-med tech development"
2014,"Denmark",89,"High-med tech development"
2014,"Dominican Republic",5,"Low tech development"
2014,NA,50,"Low-med tech development"
2014,"Ecuador",1,"Low tech development"
2014,"Estonia",1,"Low tech development"
2014,"Egypt",6,"Low tech development"
2014,NA,19470,"High tech development"
2014,"Spain",637,"High tech development"
2014,"Finland",66,"High-med tech development"
2014,"Georgia",2,"Low tech development"
2014,"Greece",16,"Low-med tech development"
2014,"Guatemala",4,"Low tech development"
2014,"Hong Kong SAR China",134,"High-med tech development"
2014,"Croatia",6,"Low-med tech development"
2014,"Hungary",12,"Low-med tech development"
2014,"Ireland",2,"Low tech development"
2014,"Israel",296,"High-med tech development"
2014,"Italy",337,"High tech development"
2014,"Jordan",1,"Low tech development"
2014,"Japan",23123,"High tech development"
2014,"South Korea",28202,"High tech development"
2014,"Lithuania",8,"Low-med tech development"
2014,"Luxembourg",6,"Low-med tech development"
2014,"Morocco",10,"Low-med tech development"
2014,"Moldova",3,"Low tech development"
2014,"Mexico",408,"High tech development"
2014,"Malaysia",121,"High-med tech development"
2014,"Netherlands",116,"High-med tech development"
2014,"Norway",69,"High-med tech development"
2014,"New Zealand",123,"High-med tech development"
2014,"Peru",17,"Low-med tech development"
2014,"Philippines",70,"High-med tech development"
2014,"Poland",112,"High-med tech development"
2014,"Portugal",40,"Low-med tech development"
2014,"Romania",3,"Low tech development"
2014,"Serbia",8,"Low-med tech development"
2014,"Russia",1131,"High tech development"
2014,"Saudi Arabia",4,"Low tech development"
2014,"Sweden",96,"High-med tech development"
2014,"Singapore",477,"High tech development"
2014,"Slovenia",30,"Low-med tech development"
2014,"Slovakia",4,"Low tech development"
2014,"Tunisia",4,"Low tech development"
2014,"Turkey",2,"Low tech development"
2014,"Taiwan",8278,"High tech development"
2014,"Ukraine",22,"Low-med tech development"
2014,"United States",117112,"High tech development"
2014,"Uruguay",8,"Low-med tech development"
2014,NA,24395,"High tech development"
2014,"South Africa",147,"High-med tech development"
2015,NA,51,"Low-med tech development"
2015,"Argentina",110,"High-med tech development"
2015,"Austria",114,"High-med tech development"
2015,"Australia",3219,"High tech development"
2015,"Belgium",24,"Low-med tech development"
2015,"Bulgaria",1,"Low tech development"
2015,"Brazil",1208,"High tech development"
2015,"Canada",3635,"High tech development"
2015,"Switzerland",51,"Low-med tech development"
2015,"Chile",43,"Low-med tech development"
2015,"China",53423,"High tech development"
2015,"Colombia",8,"Low tech development"
2015,"Costa Rica",8,"Low-med tech development"
2015,"Cyprus",26,"Low-med tech development"
2015,"Czechia",9,"Low-med tech development"
2015,"Denmark",112,"High-med tech development"
2015,"Dominican Republic",5,"Low tech development"
2015,NA,51,"High-med tech development"
2015,"Ecuador",2,"Low tech development"
2015,"Estonia",4,"Low tech development"
2015,NA,20916,"High tech development"
2015,"Spain",638,"High tech development"
2015,"Finland",67,"High-med tech development"
2015,"Greece",26,"Low-med tech development"
2015,"Guatemala",2,"Low tech development"
2015,"Hong Kong SAR China",527,"High tech development"
2015,"Honduras",1,"Low tech development"
2015,"Croatia",19,"Low-med tech development"
2015,"Hungary",23,"Low-med tech development"
2015,"Ireland",17,"Low-med tech development"
2015,"Israel",447,"High-med tech development"
2015,"India",1541,"High tech development"
2015,"Italy",139,"High-med tech development"
2015,"Japan",19542,"High tech development"
2015,"South Korea",27277,"High tech development"
2015,"Lithuania",2,"Low tech development"
2015,"Luxembourg",10,"Low-med tech development"
2015,"Morocco",15,"Low-med tech development"
2015,"Moldova",5,"Low tech development"
2015,"Mexico",454,"High-med tech development"
2015,"Malaysia",138,"High-med tech development"
2015,"Nicaragua",1,"Low tech development"
2015,"Netherlands",70,"High-med tech development"
2015,"Norway",63,"High-med tech development"
2015,"New Zealand",102,"High-med tech development"
2015,"Peru",20,"Low-med tech development"
2015,"Philippines",137,"High-med tech development"
2015,"Poland",116,"High-med tech development"
2015,"Portugal",51,"High-med tech development"
2015,"Romania",9,"Low-med tech development"
2015,"Serbia",5,"Low tech development"
2015,"Russia",1233,"High tech development"
2015,"Saudi Arabia",6,"Low tech development"
2015,"Sweden",121,"High-med tech development"
2015,"Singapore",675,"High tech development"
2015,"Slovenia",20,"Low-med tech development"
2015,"Slovakia",2,"Low tech development"
2015,"San Marino",3,"Low tech development"
2015,"Tunisia",5,"Low tech development"
2015,"Turkey",5,"Low tech development"
2015,"Taiwan",8740,"High tech development"
2015,"Ukraine",14,"Low-med tech development"
2015,"United States",113930,"High tech development"
2015,"Uruguay",1,"Low tech development"
2015,NA,22340,"High tech development"
2015,"South Africa",151,"High-med tech development"
2016,NA,42,"Low-med tech development"
2016,"Argentina",97,"High-med tech development"
2016,"Austria",91,"High-med tech development"
2016,"Australia",3365,"High tech development"
2016,"Belgium",93,"High-med tech development"
2016,"Bulgaria",2,"Low tech development"
2016,"Brazil",2013,"High tech development"
2016,"Canada",4307,"High tech development"
2016,"Switzerland",50,"Low-med tech development"
2016,"Chile",59,"Low-med tech development"
2016,"China",92449,"High tech development"
2016,"Costa Rica",5,"Low tech development"
2016,"Cuba",1,"Low tech development"
2016,"Cyprus",39,"Low-med tech development"
2016,"Czechia",11,"Low tech development"
2016,"Denmark",158,"High-med tech development"
2016,"Dominican Republic",3,"Low tech development"
2016,NA,63,"High-med tech development"
2016,"Ecuador",1,"Low tech development"
2016,NA,23881,"High tech development"
2016,"Spain",520,"High tech development"
2016,"Finland",65,"High-med tech development"
2016,"Greece",21,"Low-med tech development"
2016,"Hong Kong SAR China",706,"High tech development"
2016,"Croatia",13,"Low tech development"
2016,"Hungary",62,"High-med tech development"
2016,"Ireland",39,"Low-med tech development"
2016,"Israel",467,"High-med tech development"
2016,"India",2,"Low tech development"
2016,"Italy",35,"Low-med tech development"
2016,"Jordan",1,"Low tech development"
2016,"Japan",20151,"High tech development"
2016,"South Korea",26890,"High tech development"
2016,"Lithuania",14,"Low-med tech development"
2016,"Luxembourg",17,"Low-med tech development"
2016,"Morocco",18,"Low-med tech development"
2016,"Moldova",2,"Low tech development"
2016,"Mexico",1031,"High tech development"
2016,"Malaysia",126,"High-med tech development"
2016,"Nicaragua",1,"Low tech development"
2016,"Netherlands",129,"High-med tech development"
2016,"Norway",92,"High-med tech development"
2016,"New Zealand",73,"High-med tech development"
2016,"Peru",16,"Low-med tech development"
2016,"Philippines",150,"High-med tech development"
2016,"Poland",133,"High-med tech development"
2016,"Portugal",54,"Low-med tech development"
2016,"Romania",8,"Low tech development"
2016,"Serbia",2,"Low tech development"
2016,"Russia",1705,"High tech development"
2016,"Saudi Arabia",16,"Low-med tech development"
2016,"Sweden",128,"High-med tech development"
2016,"Singapore",727,"High tech development"
2016,"Slovenia",23,"Low-med tech development"
2016,"Slovakia",3,"Low tech development"
2016,"Tunisia",5,"Low tech development"
2016,"Turkey",14,"Low-med tech development"
2016,"Taiwan",8190,"High tech development"
2016,"Ukraine",19,"Low-med tech development"
2016,"United States",111977,"High tech development"
2016,"Uruguay",7,"Low tech development"
2016,NA,22674,"High tech development"
2016,"South Africa",132,"High-med tech development"
2017,NA,7,"Low tech development"
2017,"Argentina",85,"High-med tech development"
2017,"Austria",107,"High-med tech development"
2017,"Australia",3309,"High tech development"
