period,reporterDesc,totexports_fobvalue,import_count_tech_cap,export_count_tech_cap,import_count_tech_cap_china,export_count_tech_cap_china,import_count_tech_cap_usa,export_count_tech_cap_usa,most_frequent_imp_partner,most_frequent_exp_partner,Region,IDIT,IDIT_China,IDIT_USA
2017,Uzbekistan,1060192672,10027,1813,629,148,296,0,China,Kazakhstan,Central Asia,81.91881918819189,76.47058823529412,100
2017,Viet Nam,5126258332.5,16650,15096,703,444,629,444,China,Cambodia,South-Eastern Asia,9.333333333333334,36.84210526315789,29.411764705882355
2017,Zambia,1311127195.18,16058,3626,777,37,592,0,China,South Africa,Eastern Africa,77.41935483870968,95.23809523809523,100
2017,Zimbabwe,370989192.78000003,9324,1443,703,0,333,37,China,South Africa,Eastern Africa,84.52380952380952,100,88.88888888888889
2018,Afghanistan,33582094.29,1480,259,111,0,111,0,Iran,Tajikistan,Southern Asia,82.5,100,100
2018,Albania,3085469.22,3552,148,370,0,37,0,Italy,Italy,Southern Europe,95.83333333333334,100,100
2018,Andorra,92544388.271,2775,703,222,0,0,0,Spain,Spain,Southern Europe,74.66666666666667,100,NA
2018,Angola,579345018.797,14134,5513,740,111,629,37,China,Portugal,Middle Africa,60.994764397905755,85,94.11764705882352
2018,Antigua and Barbuda,31099852.313,2590,481,407,0,592,111,USA,Dominica,Caribbean,81.42857142857143,100,81.25
2018,Argentina,130936826423.82999,17538,3034,740,0,666,222,China,Chile,South America,82.70042194092827,100,66.66666666666666
2018,Armenia,82819346.64,10508,1554,629,0,444,0,Russian Federation,Russian Federation,Western Asia,85.2112676056338,100,100
2018,Aruba,28786598.512,2701,629,333,0,629,185,USA,USA,Caribbean,76.71232876712328,100,70.58823529411765
2018,Australia,27513307615.536,26307,35964,777,703,777,740,China,New Zealand,Australia and New Zealand,-36.708860759493675,9.523809523809524,4.761904761904762
2018,Austria,263401679364.513,25308,52355,740,666,703,629,Germany,Germany,Western Europe,-106.87134502923976,10,10.526315789473683
2018,Azerbaijan,287424431.93,11359,2812,703,37,481,74,China,Georgia,Western Asia,75.2442996742671,94.73684210526315,84.61538461538461
2018,Bahamas,232957325.04,3293,888,185,0,703,444,USA,USA,Caribbean,73.03370786516854,100,36.84210526315789
2018,Bahrain,1724767305.756,15207,3441,703,37,555,37,Germany,Saudi Arabia,Western Asia,77.37226277372264,94.73684210526315,93.33333333333333
2018,Barbados,46801522,4847,1221,555,0,666,37,USA,Dominica,Caribbean,74.80916030534351,100,94.44444444444444
2018,Belarus,82668496900,15577,11951,555,111,629,74,Germany,Russian Federation,Eastern Europe,23.27790973871734,80,88.23529411764706
2018,Belgium,314276711567.833,24716,65083,740,666,740,703,France,France,Western Europe,-163.32335329341316,10,5
2018,Belize,48520732.92,5328,1147,444,111,703,333,USA,USA,Central America,78.47222222222221,75,52.63157894736842
2018,Benin,132481148.201,6623,1443,518,37,148,0,China,Burkina Faso,Western Africa,78.2122905027933,92.85714285714286,100
2018,Bermuda,88040725.96,2331,407,222,0,703,185,USA,USA,Northern America,82.53968253968253,100,73.68421052631578
2018,Bolivia (Plurinational State of),790764524.2900001,15170,2553,777,37,666,222,China,Peru,South America,83.17073170731707,95.23809523809523,66.66666666666666
2018,Bosnia Herzegovina,1312745583.32,15577,6364,629,0,444,74,Germany,Croatia,Southern Europe,59.14489311163895,100,83.33333333333334
2018,Botswana,1228529569.819,6771,2664,666,37,333,37,South Africa,South Africa,Southern Africa,60.65573770491803,94.44444444444444,88.88888888888889
2018,Brazil,267870411154,18019,38702,740,370,740,666,Germany,Argentina,South America,-114.78439425051334,50,10
2018,Brunei Darussalam,288723532.936,5846,1702,666,74,370,74,China,Malaysia,South-Eastern Asia,70.88607594936708,88.88888888888889,80
2018,Bulgaria,16976719947.302,19832,17094,740,74,629,222,China,North Macedonia,Eastern Europe,13.805970149253731,90,64.70588235294117
2018,Burkina Faso,408640034.731,10878,1961,629,0,444,0,China,Côte d'Ivoire,Western Africa,81.97278911564626,100,100
2018,Burundi,14563008.192,5883,481,592,0,185,0,China,Rwanda,Eastern Africa,91.82389937106919,100,100
2018,Cabo Verde,240698.31999999998,3478,37,370,0,222,0,Portugal,Portugal,Western Africa,98.93617021276596,100,100
2018,Cambodia,204384122.4,8547,1406,740,37,407,0,China,Thailand,South-Eastern Asia,83.54978354978356,95,100
2018,Cameroon,274818605.227,14393,1924,629,0,481,37,China,Congo,Middle Africa,86.63239074550128,100,92.3076923076923
2018,Canada,329037623557.008,31746,45584,777,555,777,777,"Areas, nes",USA,Northern America,-43.58974358974359,28.57142857142857,0
2018,Central African Rep.,156548221,2183,296,222,37,111,0,France,Cameroon,Middle Africa,86.4406779661017,83.33333333333334,100
2018,Chile,6800754712.281,23643,8917,777,111,740,481,China,Argentina,South America,62.284820031298906,85.71428571428571,35
2018,China,882291541543,22903,119510,703,0,777,777,Germany,Argentina,Eastern Asia,-421.80936995153473,100,0
2018,"China, Hong Kong SAR",34915288366.321,9990,12321,703,629,518,518,China,China,Eastern Asia,-23.333333333333332,10.526315789473683,0
2018,"China, Macao SAR",176214785.601,3145,259,518,111,296,0,China,China,Eastern Asia,91.76470588235294,78.57142857142857,100
2018,Colombia,6443183350.35,18167,9472,703,37,777,518,USA,Ecuador,South America,47.86150712830957,94.73684210526315,33.33333333333333
2018,Comoros,62133.619,2738,74,481,0,0,0,United Arab Emirates,France,Eastern Africa,97.2972972972973,100,NA
2018,Congo,1816790367.394,7400,4551,703,111,185,37,China,Niger,Middle Africa,38.5,84.21052631578947,80
2018,Costa Rica,487972720.3,15281,4921,703,0,740,370,USA,Nicaragua,Central America,67.79661016949152,100,50
2018,Croatia,7090241254,15799,11951,629,0,481,185,Germany,Slovenia,Southern Europe,24.355971896955502,100,61.53846153846154
2018,Cuba,61708006.89,10730,518,629,37,37,0,Spain,"Areas, nes",Caribbean,95.17241379310344,94.11764705882352,100
2018,Curaçao,50067680.276,3700,999,370,0,555,111,USA,Bonaire,Caribbean,73,100,80
2018,Cyprus,402733531.813,10360,2072,629,37,407,74,Greece,Greece,Western Asia,80,94.11764705882352,81.81818181818183
2018,Czechia,91895650029,23717,42846,740,592,703,629,Germany,Germany,Eastern Europe,-80.65522620904837,20,10.526315789473683
2018,Côte d'Ivoire,1010010404.8330001,17427,3700,777,0,481,74,China,Burkina Faso,Western Africa,78.76857749469215,100,84.61538461538461
2018,Dem. Rep. of the Congo,470010271.58100003,12765,2035,703,37,481,37,China,Angola,Middle Africa,84.05797101449275,94.73684210526315,92.3076923076923
2018,Denmark,75947835558.804,24975,44844,666,481,666,666,Sweden,Norway,Northern Europe,-79.55555555555556,27.77777777777778,0
2018,Dominica,15535430.241,3293,333,296,0,555,37,USA,Canada,Caribbean,89.8876404494382,100,93.33333333333333
2018,Dominican Rep.,483492814.69,14504,4255,703,0,740,555,USA,Haiti,Caribbean,70.66326530612244,100,25
2018,Ecuador,2067686799.333,17871,3071,777,37,777,222,China,Colombia,South America,82.81573498964804,95.23809523809523,71.42857142857143
2018,Egypt,508308191.621,18241,3811,703,37,666,74,China,Sudan,Northern Africa,79.10750507099391,94.73684210526315,88.88888888888889
2018,El Salvador,390199219.82,10064,3404,629,0,703,296,USA,Guatemala,Central America,66.17647058823529,100,57.89473684210527
2018,Estonia,14501093664.504,16576,14837,592,148,518,370,Germany,Russian Federation,Northern Europe,10.491071428571429,75,28.57142857142857
2018,Eswatini,133991568.343,3515,1036,444,0,222,37,South Africa,South Africa,Southern Africa,70.52631578947368,100,83.33333333333334
2018,Ethiopia,1144025475.354,12654,2109,703,74,592,37,China,Djibouti,Eastern Africa,83.33333333333334,89.47368421052632,93.75
2018,Fiji,174558938.587,6956,1813,666,37,481,37,New Zealand,Australia,Melanesia,73.93617021276596,94.44444444444444,92.3076923076923
2018,Finland,136442931971.628,20091,36482,740,481,666,592,Sweden,Russian Federation,Northern Europe,-81.58379373848987,35,11.11111111111111
2018,France,715738204579.946,35446,73482,777,629,777,666,Belgium,Belgium,Western Europe,-107.30688935281837,19.047619047619047,14.285714285714285
2018,French Polynesia,11976551.46,6253,370,518,0,370,0,France,France,Polynesia,94.0828402366864,100,100
2018,Gabon,1407566672.796,7918,3293,518,37,407,74,France,Cameroon,Middle Africa,58.41121495327103,92.85714285714286,81.81818181818183
2018,Gambia,0,5624,0,629,0,333,0,China,NA,Western Africa,100,100,100
2018,Georgia,1512243485.72,15873,3589,703,0,370,74,China,Armenia,Western Asia,77.3892773892774,100,80
2018,Germany,1633644429181.4429,32560,92389,703,777,740,777,Austria,China,Western Europe,-183.75,-10.526315789473683,-5
2018,Ghana,149474776.932,21793,2442,740,74,703,37,China,Côte d'Ivoire,Western Africa,88.794567062818345,90,94.73684210526315
2018,Greece,7136299832.428,19203,21867,740,185,555,333,China,Albania,Southern Europe,-13.872832369942195,75,40
2018,Greenland,6006917.07,1776,111,111,0,37,0,Denmark,Denmark,Northern America,93.75,100,100
2018,Grenada,9034006.95,3663,444,222,0,555,37,USA,Trinidad and Tobago,Caribbean,87.87878787878788,100,93.33333333333333
2018,Guatemala,1219692938,14282,4218,740,0,740,296,China,El Salvador,Central America,70.46632124352331,100,60
2018,Guinea-Bissau,0,2220,0,296,0,0,0,Portugal,NA,Western Africa,100,100,NA
2018,Guyana,27503476.918,7067,814,592,0,555,111,China,Suriname,South America,88.48167539267016,100,80
2018,Honduras,322578819.76,12617,2664,740,222,740,407,China,USA,Central America,78.88563049853371,70,45
2018,Hungary,43742931763,20165,21534,666,148,555,259,Germany,Germany,Eastern Europe,-6.7889908256880735,77.77777777777779,53.333333333333336
2018,Iceland,1347512503.376,14060,4847,592,37,518,148,Germany,Denmark,Northern Europe,65.52631578947368,93.75,71.42857142857143
2018,India,136847963895.452,22940,67266,777,629,777,740,China,Bhutan,Southern Asia,-193.22580645161293,19.047619047619047,4.761904761904762
2018,Indonesia,20128049521.91,22607,11618,777,444,777,370,China,Timor-Leste,South-Eastern Asia,48.608837970540094,42.857142857142854,52.38095238095239
2018,Iran,3616128030,10323,8103,740,74,0,0,China,Iraq,Southern Asia,21.50537634408602,90,NA
2018,Ireland,33062017518.554,17908,20276,740,296,703,555,United Kingdom,United Kingdom,Northern Europe,-13.223140495867769,60,21.052631578947366
2018,Israel,23454078000,16206,19425,703,296,666,555,Germany,USA,Western Asia,-19.863013698630137,57.89473684210527,16.666666666666664
2018,Italy,596009327060.636,28564,87320,703,740,703,777,Austria,Australia,Southern Europe,-205.699481865285,-5.263157894736842,-10.526315789473683
2018,Jamaica,58717036.41,8399,592,555,0,703,148,USA,USA,Caribbean,92.95154185022027,100,78.94736842105263
2018,Japan,926954843201.036,16761,50838,777,777,703,740,China,China,Eastern Asia,-203.3112582781457,0,-5.263157894736842
2018,Jordan,890131230.636,10323,3071,740,0,555,74,China,Free Zones,Western Asia,70.25089605734766,100,86.66666666666667
2018,Kazakhstan,1062106074.46,16428,4847,777,111,592,37,China,Russian Federation,Central Asia,70.4954954954955,85.71428571428571,93.75
2018,Kenya,2666511082.663,15355,5143,703,0,518,37,China,Uganda,Eastern Africa,66.50602409638554,100,92.85714285714286
2018,Kiribati,1883709.738,2516,148,222,0,148,0,Japan,Fiji,Micronesia,94.11764705882352,100,100
2018,Kuwait,10423170137,17279,5476,740,74,703,111,China,Qatar,Western Asia,68.3083511777302,90,84.21052631578947
2018,Kyrgyzstan,488436334,9250,1776,740,111,222,0,China,Uzbekistan,Central Asia,80.80000000000001,85,100
2018,Lao People's Dem. Rep.,556833239,4847,481,666,0,185,0,Thailand,Thailand,South-Eastern Asia,90.07633587786259,100,100
2018,Latvia,7159874094.383,15281,11692,629,74,370,148,Lithuania,Estonia,Northern Europe,23.486682808716708,88.23529411764706,60
2018,Lebanon,776753015.084,12469,7881,703,0,666,74,China,Côte d'Ivoire,Western Asia,36.795252225519285,100,88.88888888888889
2018,Lesotho,224087501.557,2442,1036,370,0,37,0,South Africa,South Africa,Southern Africa,57.57575757575758,100,100
2018,Liberia,181778476.23,5587,629,629,0,481,37,China,Morocco,Western Africa,88.74172185430463,100,92.3076923076923
2018,Libya,187852003.179,6438,629,481,0,296,0,Germany,Tunisia,Northern Africa,90.22988505747126,100,100
2018,Lithuania,28306584339.63,17834,20942,629,111,555,296,Germany,Latvia,Northern Europe,-17.42738589211618,82.35294117647058,46.666666666666664
2018,Luxembourg,15158198262.329,12654,10878,444,148,518,111,Germany,Belgium,Western Europe,14.035087719298245,66.66666666666666,78.57142857142857
2018,Madagascar,70523692.195,10656,925,703,0,481,0,China,Comoros,Eastern Africa,91.31944444444444,100,100
2018,Malawi,158965081.609,9102,1924,629,111,333,37,China,Zambia,Eastern Africa,78.86178861788618,82.35294117647058,88.88888888888889
2018,Malaysia,30150323451.859,20461,22718,777,555,666,481,China,Singapore,South-Eastern Asia,-11.030741410488245,28.57142857142857,27.77777777777778
2018,Maldives,0,7326,0,629,0,259,0,China,NA,Southern Asia,100,100,100
2018,Mali,680407531.75,11063,2220,629,148,555,111,France,France,Western Africa,79.93311036789298,76.47058823529412,80
2018,Malta,173720697.445,7215,1702,629,37,444,74,China,Libya,Southern Europe,76.41025641025641,94.11764705882352,83.33333333333334
2018,Mauritania,0,5439,0,444,0,333,0,France,NA,Western Africa,100,100,100
2018,Mauritius,71679294.65799999,10656,1887,740,0,518,37,China,Seychelles,Eastern Africa,82.29166666666666,100,92.85714285714286
2018,Mexico,1288660639558,13505,7141,666,148,703,629,USA,USA,Central America,47.12328767123288,77.77777777777779,10.526315789473683
2018,Mongolia,64346678.17,10397,1036,777,259,555,37,China,China,Eastern Asia,90.0355871886121,66.66666666666666,93.33333333333333
2018,Montenegro,71993408.304,11322,1628,666,0,444,0,China,Serbia,Southern Europe,85.62091503267973,100,100
2018,Montserrat,7446.3240000000005,1147,37,74,0,444,37,USA,USA,Caribbean,96.7741935483871,100,91.66666666666666
2018,Morocco,1052971085.149,15392,5846,666,148,555,185,Italy,Mauritania,Northern Africa,62.019230769230774,77.77777777777779,66.66666666666666
2018,Mozambique,608684726.72,13653,2923,740,0,481,111,South Africa,South Africa,Eastern Africa,78.59078590785907,100,76.92307692307693
2018,Myanmar,1373323327.16,12321,1554,740,222,481,148,China,China,South-Eastern Asia,87.38738738738738,70,69.23076923076923
2018,Namibia,2400030186.492,8732,4292,629,111,518,111,South Africa,South Africa,Southern Africa,50.847457627118644,82.35294117647058,78.57142857142857
2018,Nepal,6305699.1,5513,185,703,0,296,0,China,India,Southern Asia,96.64429530201343,100,100
2018,Netherlands,653645385152.6069,38369,78551,703,629,703,777,Germany,Bulgaria,Western Europe,-104.725168756027,10.526315789473683,-10.526315789473683
2018,New Zealand,14010313350.09,23088,20239,703,333,703,592,Germany,Fiji,Australia and New Zealand,12.339743589743591,52.63157894736842,15.789473684210526
2018,Nicaragua,290321266.27,11581,2960,740,0,740,111,China,Costa Rica,Central America,74.4408945686901,100,85
2018,Niger,476763053.44699997,5957,1554,629,74,370,0,China,Benin,Western Africa,73.91304347826086,88.23529411764706,100
2018,Nigeria,0,17982,0,703,0,629,0,China,NA,Western Africa,100,100,100
2018,North Macedonia,388463848.40999997,13135,3663,592,0,518,37,Italy,Serbia,Southern Europe,72.11267605633803,100,92.85714285714286
2018,Norway,29943635517.059,23569,24087,740,222,777,407,Netherlands,Sweden,Northern Europe,-2.197802197802198,70,47.61904761904761
2018,Oman,6859949884.632,13098,6549,666,74,592,148,United Arab Emirates,United Arab Emirates,Western Asia,50,88.88888888888889,75
2018,Pakistan,1241542117.468,16946,6845,777,222,629,111,China,Afghanistan,Southern Asia,59.60698689956332,71.42857142857143,82.35294117647058
2018,Palau,6882000,2886,111,518,0,444,0,China,FS Micronesia,Micronesia,96.15384615384616,100,100
2018,Panama,539677708,14985,9657,703,0,703,370,China,"Areas, nes",Central America,35.55555555555556,100,47.368421052631575
2018,Paraguay,46986004,12728,999,666,0,629,148,Brazil,Bolivia (Plurinational State of),South America,92.15116279069767,100,76.47058823529412
2018,Peru,1662858384.13,19499,7104,740,37,777,407,USA,Bolivia (Plurinational State of),South America,63.5673624288425,95,47.61904761904761
2018,Philippines,1325160698,18019,4403,703,222,703,222,China,Japan,South-Eastern Asia,75.564681724846,68.42105263157895,68.42105263157895
2018,Poland,259692163662,25567,48840,740,481,740,703,Germany,Russian Federation,Eastern Europe,-91.02749638205499,35,5
2018,Portugal,44877515229.259,18278,24716,592,259,592,407,Germany,Spain,Southern Europe,-35.22267206477733,56.25,31.25
2018,Qatar,2990873422.118,10249,5032,518,37,481,111,Germany,Oman,Western Asia,50.90252707581227,92.85714285714286,76.92307692307693
2018,Rep. of Korea,304173676068,18648,44770,740,740,703,703,China,China,Eastern Asia,-140.07936507936506,0,0
2018,Rep. of Moldova,211283579,12025,2590,555,0,370,0,China,Romania,Eastern Europe,78.46153846153847,100,100
2018,Romania,23494806783.41,23828,21460,629,259,592,333,Germany,France,Eastern Europe,9.937888198757763,58.82352941176471,43.75
2018,Russian Federation,38674808546.82,25826,23680,703,296,703,296,Belarus,Kazakhstan,Eastern Europe,8.30945558739255,57.89473684210527,57.89473684210527
2018,Rwanda,367950775.97900003,9694,1554,666,0,555,0,China,Dem. Rep. of the Congo,Eastern Africa,83.96946564885496,100,100
2018,Saint Lucia,79989871.91,2886,888,370,0,629,111,USA,Dominica,Caribbean,69.23076923076923,100,82.35294117647058
2018,Saint Vincent and the Grenadines,20167023.752,3071,740,296,0,629,74,USA,Trinidad and Tobago,Caribbean,75.90361445783132,100,88.23529411764706
2018,Samoa,1453352.008,2331,296,518,0,185,37,New Zealand,Tokelau,Polynesia,87.3015873015873,100,80
2018,Sao Tome and Principe,29466841.957999997,1628,259,444,0,37,0,Portugal,Portugal,Middle Africa,84.0909090909091,100,100
2018,Saudi Arabia,21046479520.599,20313,12136,703,74,703,407,China,United Arab Emirates,Western Asia,40.255009107468126,89.47368421052632,42.10526315789473
2018,Senegal,535428083.471,12876,3182,629,0,481,37,China,Gambia,Western Africa,75.28735632183908,100,92.3076923076923
2018,Serbia,4959145113,19129,15355,666,111,592,222,Germany,North Macedonia,Southern Europe,19.729206963249517,83.33333333333334,62.5
2018,Seychelles,1682523.681,7585,74,555,0,370,37,China,United Arab Emirates,Eastern Africa,99.02439024390245,100,90
2018,Sierra Leone,904373847.91,7252,1110,518,0,555,74,USA,Guinea,Western Africa,84.6938775510204,100,86.66666666666667
2018,Singapore,52992001944.083,22755,26270,777,629,740,592,China,Indonesia,South-Eastern Asia,-15.447154471544716,19.047619047619047,20
2018,Slovakia,43160793562.847,20757,20128,666,259,629,481,Germany,Czechia,Eastern Europe,3.0303030303030303,61.111111111111114,23.52941176470588
2018,Slovenia,19219693497.94,18833,21386,703,148,518,296,Austria,Croatia,Southern Europe,-13.555992141453832,78.94736842105263,42.857142857142854
2018,Solomon Isds,12222551.88,4329,148,518,0,74,37,Australia,Australia,Melanesia,96.58119658119658,100,50
2018,South Africa,156930808309.905,30969,38998,777,370,777,592,China,Eswatini,Southern Africa,-25.925925925925924,52.38095238095239,23.809523809523807
2018,Spain,359884864361.159,29415,70966,740,629,666,703,Italy,Chile,Southern Europe,-141.2578616352201,15,-5.555555555555555
2018,State of Palestine,47577860.514,4773,629,444,0,259,0,Israel,Israel,Western Asia,86.82170542635659,100,100
2018,Sudan,59631568,16021,1332,740,37,370,0,China,Egypt,Northern Africa,91.68591224018475,95,100
2018,Suriname,39864505.146,6327,481,555,0,518,37,China,Aruba,South America,92.39766081871345,100,92.85714285714286
2018,Sweden,271062016871.482,23310,49876,740,666,740,666,China,Norway,Northern Europe,-113.96825396825396,10,10
2018,Switzerland,58854566065.64,26603,44400,740,481,740,629,Italy,Austria,Western Europe,-66.89847009735745,35,15
2018,Tajikistan,204157749,5957,1295,703,111,185,0,China,Uzbekistan,Central Asia,78.26086956521739,84.21052631578947,100
2018,Thailand,375068687410.31,21423,36630,777,592,740,518,China,Lao People's Dem. Rep.,South-Eastern Asia,-70.98445595854922,23.809523809523807,30
2018,Timor-Leste,0,3515,0,666,0,37,0,China,NA,South-Eastern Asia,100,100,100
2018,Togo,612559121.743,5402,1887,518,37,111,37,China,Burkina Faso,Western Africa,65.06849315068493,92.85714285714286,66.66666666666666
2018,Trinidad and Tobago,290669846.822,6068,2886,518,0,629,222,USA,Guyana,Caribbean,52.4390243902439,100,64.70588235294117
2018,Tunisia,1366131684.742,11581,3848,629,37,481,148,France,Algeria,Northern Africa,66.77316293929712,94.11764705882352,69.23076923076923
2018,Türkiye,303381052004,21016,66526,777,481,703,666,China,Iraq,Western Asia,-216.5492957746479,38.095238095238095,5.263157894736842
2018,USA,1450866450638,32597,86839,777,777,0,0,Austria,Australia,Northern America,-166.40181611804766,0,NA
2018,Uganda,628405788.14,16169,3108,740,37,555,0,China,Kenya,Eastern Africa,80.77803203661327,95,100
2018,Ukraine,6798788743.07,19906,13357,666,222,518,296,China,Russian Federation,Eastern Europe,32.899628252788105,66.66666666666666,42.857142857142854
2018,United Arab Emirates,63910359797.165,26862,38924,740,296,777,481,Germany,Oman,Western Asia,-44.90358126721763,60,38.095238095238095
2018,United Kingdom,411941433772.329,28712,78514,777,740,777,777,China,France,Northern Europe,-173.4536082474227,4.761904761904762,0
2018,United Rep. of Tanzania,4580642375.73,17205,2923,740,0,666,0,China,Zambia,Eastern Africa,83.01075268817203,100,100
2018,Uruguay,4001184995,13505,2701,666,0,592,185,China,Brazil,South America,80,100,68.75
2018,Uzbekistan,824295583,13764,2331,777,259,296,0,China,Kazakhstan,Central Asia,83.06451612903226,66.66666666666666,100
2018,Viet Nam,5375815222.1,16132,14578,777,518,740,481,China,China,South-Eastern Asia,9.63302752293578,33.33333333333333,35
2018,Yemen,0,3589,0,555,0,37,0,"Areas, nes",NA,Western Asia,100,100,100
2018,Zambia,1659132568.934,15688,3330,777,37,666,74,China,Dem. Rep. of the Congo,Eastern Africa,78.77358490566037,95.23809523809523,88.88888888888889
2018,Zimbabwe,124382400.87,12099,1406,777,0,518,0,China,South Africa,Eastern Africa,88.37920489296636,100,100
2019,Afghanistan,7982539.100000001,1739,185,259,0,111,0,China,Tajikistan,Southern Asia,89.36170212765957,100,100
2019,Albania,17492830.400000002,3256,185,333,0,37,0,Italy,Serbia,Southern Europe,94.31818181818183,100,100
2019,Andorra,61001174.097,2775,777,222,0,0,0,Spain,Spain,Southern Europe,72,100,NA
2019,Angola,465322160.977,14874,4699,740,74,481,37,China,Dem. Rep. of the Congo,Middle Africa,68.40796019900498,90,92.3076923076923
2019,Antigua and Barbuda,9790953.69,2812,259,481,0,518,74,USA,USA,Caribbean,90.78947368421053,100,85.71428571428571
2019,Argentina,128731324127.91,16576,3108,740,0,740,185,China,Bolivia (Plurinational State of),South America,81.25,100,75
2019,Armenia,90629065.03,11322,1332,666,0,370,37,Russian Federation,Georgia,Western Asia,88.23529411764706,100,90
2019,Aruba,59390207.047,2257,481,407,0,555,148,USA,USA,Caribbean,78.68852459016394,100,73.33333333333333
2019,Australia,29988569198.769,25937,35705,777,703,777,777,China,New Zealand,Australia and New Zealand,-37.660485021398,9.523809523809524,0
2019,Austria,248815385556.068,25234,53095,740,703,703,777,Switzerland,Germany,Western Europe,-110.41055718475073,5,-10.526315789473683
2019,Azerbaijan,374246276.14,12284,2294,666,37,592,37,Türkiye,Georgia,Western Asia,81.32530120481928,94.44444444444444,93.75
2019,Bahamas,863559340.3100001,2405,666,185,0,703,518,USA,USA,Caribbean,72.3076923076923,100,26.31578947368421
2019,Bahrain,2302921040.03,13357,3478,777,37,629,111,China,Saudi Arabia,Western Asia,73.9612188365651,95.23809523809523,82.35294117647058
2019,Barbados,25378411,4958,962,555,0,703,185,USA,Saint Vincent and the Grenadines,Caribbean,80.59701492537313,100,73.68421052631578
2019,Belarus,72239995100,16428,12247,703,74,555,74,Russian Federation,Russian Federation,Eastern Europe,25.45045045045045,89.47368421052632,86.66666666666667
2019,Belgium,306635872375.994,24235,65194,740,592,703,777,China,Switzerland,Western Europe,-169.00763358778624,20,-10.526315789473683
2019,Belize,36558677.135,5920,1110,592,74,740,148,USA,Guatemala,Central America,81.25,87.5,80
2019,Benin,139492369.739,7437,1147,666,0,148,37,China,Burkina Faso,Western Africa,84.5771144278607,100,75
2019,Bermuda,50976589.79,2146,296,222,0,666,148,USA,USA,Northern America,86.20689655172413,100,77.77777777777779
2019,Bolivia (Plurinational State of),866027899.65,15170,2257,740,37,666,74,China,Peru,South America,85.1219512195122,95,88.88888888888889
2019,Bosnia Herzegovina,1215425454.94,15984,6586,629,74,444,74,Germany,Croatia,Southern Europe,58.79629629629629,88.23529411764706,83.33333333333334
2019,Botswana,742143208.239,7067,2183,666,0,370,37,South Africa,South Africa,Southern Africa,69.10994764397905,100,90
2019,Brazil,199775548550,19129,42217,777,407,740,666,China,Paraguay,South America,-120.6963249516441,47.61904761904761,10
2019,Brunei Darussalam,494745091.15,6327,2331,703,296,333,37,China,Malaysia,South-Eastern Asia,63.1578947368421,57.89473684210527,88.88888888888889
2019,Bulgaria,18396351220.273,19277,17538,703,74,629,222,Germany,North Macedonia,Eastern Europe,9.021113243761997,89.47368421052632,64.70588235294117
2019,Burkina Faso,640294534.382,9990,1443,666,0,370,37,China,Côte d'Ivoire,Western Africa,85.55555555555556,100,90
2019,Burundi,77809573.058,5994,740,629,0,148,0,China,Rwanda,Eastern Africa,87.65432098765432,100,100
2019,Cabo Verde,337391493.074,4551,962,444,0,333,37,Portugal,Portugal,Western Africa,78.86178861788618,100,88.88888888888889
2019,Cambodia,122852025,9657,1110,777,37,444,0,China,Viet Nam,South-Eastern Asia,88.50574712643679,95.23809523809523,100
2019,Cameroon,403698060.06,14948,2146,703,37,592,74,China,Equatorial Guinea,Middle Africa,85.64356435643565,94.73684210526315,87.5
2019,Canada,352897568187.586,32116,44511,777,703,777,777,China,USA,Northern America,-38.594470046082954,9.523809523809524,0
2019,Central African Rep.,9007958.173,2035,111,259,0,185,0,France,France,Middle Africa,94.54545454545455,100,100
2019,Chile,6217084407.396,22977,9324,777,222,777,444,China,Peru,South America,59.42028985507246,71.42857142857143,42.857142857142854
2019,China,908818963715,23384,121878,703,0,740,777,Germany,Argentina,Eastern Asia,-421.2025316455696,100,-5
2019,"China, Hong Kong SAR",27095486036.096,9472,13616,740,740,481,407,China,China,Eastern Asia,-43.75,0,15.384615384615385
2019,"China, Macao SAR",76535893.679,1961,259,296,74,185,0,China,"China, Hong Kong SAR",Eastern Asia,86.79245283018868,75,100
2019,Colombia,6436895740.92,17834,10027,777,74,777,518,China,Ecuador,South America,43.77593360995851,90.47619047619048,33.33333333333333
2019,Comoros,2334978.092,2331,222,518,37,0,0,China,Madagascar,Eastern Africa,90.47619047619048,92.85714285714286,NA
2019,Congo,657036867.808,7215,3293,629,37,296,37,France,Cameroon,Middle Africa,54.35897435897436,94.11764705882352,87.5
2019,Costa Rica,538014293.08,15429,5402,703,0,703,407,China,Panama,Central America,64.98800959232614,100,42.10526315789473
2019,Croatia,5947936073,16539,12062,555,37,481,74,Italy,Serbia,Southern Europe,27.069351230425053,93.33333333333333,84.61538461538461
2019,Curaçao,52163431.611999996,3700,703,296,0,518,37,USA,Bonaire,Caribbean,81,100,92.85714285714286
2019,Cyprus,387755548.826,10434,2516,592,37,444,74,Italy,Greece,Western Asia,75.88652482269504,93.75,83.33333333333334
2019,Czechia,93122968445,24531,41329,740,518,703,666,Italy,Germany,Eastern Europe,-68.47662141779789,30,5.263157894736842
2019,Côte d'Ivoire,1144699916.09,17501,3811,703,37,555,74,France,Burkina Faso,Western Africa,78.22410147991543,94.73684210526315,86.66666666666667
2019,Dem. Rep. of the Congo,442122351.861,13283,2035,703,37,555,111,China,Uganda,Middle Africa,84.67966573816156,94.73684210526315,80
